abbé_NOM :prêtre_NOM,georges-henri_NAM,biéler_NAM,amédée_NAM,évêque_NOM,maurice_NAM,pelletier-baillargeon_NAM,filleul_NOM,fernand_NAM,léon_NAM,
chercheuse_NOM :chercheur_NOM,chercheure_NOM,chercheuse_ADJ,profes-seure_NOM,pro-fesseure_NOM,diététiste_NOM,épidémiologiste_NOM,biochimiste_NOM,docteure_NOM,bartha_NAM,

chéri_NOM :papa_NOM,jeunot_NOM,namour_NOM,frère_NOM,préféré_NOM,père_NOM,cousin_NOM,copain_NOM,bobettes_NOM,papy_NOM,

chérie_NOM :maman_NOM,chérie_VER,mère_NOM,fille_NOM,lolita_NAM,adoptive_ADJ,nellie_NOM,o.k._ABR,angoissée_VER,blonde_NOM,

cheval_NOM :verrue_NOM,chien_NOM,troie_NAM,enfourcher_VER,âne_NOM,sabot_NOM,pelage_NOM,bonnet_NOM,dompteur_NOM,cordage_NOM,

jument_NOM :esseulée_ADJ,guêpe_NOM,orpheline_NOM,trompe_NOM,fille_NOM,touffe_NOM,morsure_NOM,paupière_NOM,girafe_NOM,brouette_NOM,

chevrier_NOM :protean_NAM,claudine_NAM,monioue_NAM,i-afleur_NAM,adjointe-administrative_ADJ,ghislaine_NAM,proteau_NAM,ghislaine_ADJ,laperrière_NOM,laperriere_NOM,

chien_NOM :chat_NOM,cheval_NOM,loup_NOM,chiens_NOM,bébé_NOM,père_NOM,animal_NOM,enfant_NOM,lapin_NOM,garçon_NOM,

chienne_NOM :folle_NOM,crotte_NOM,fille_NOM,maîtresse_NOM,lutin_NOM,chien_NOM,bagnole_NOM,putain_NOM,bète_NOM,maman_NOM,

chinois_NOM :chinois_ADJ,vietnamiens_NOM,russes_NAM,coréens_NOM,japonais_NOM,africains_NOM,européens_NOM,italiens_NOM,tibétains_NOM,asiatiques_NOM,

chinoise_NOM :chinoise_ADJ,japonaise_NOM,chinoises_NOM,jie_NAM,wang_NAM,zheng_NAM,meng_NAM,zhang_NAM,yang_NAM,chinois_ADJ,

chirurgien_NOM :médecin_NOM,cardiologue_NOM,oncologue_NOM,anesthésiste_NOM,psychiatre_NOM,docteur_NOM,chercheur_NOM,dr_NAM,pédiatre_NOM,radiologiste_NOM,

chirurgienne_NOM :séropositive_ADJ,patiente_NOM,infirmière_NOM,chirurgien_NOM,médecin_NOM,pédiatrique_ADJ,patientes_NOM,clinique_NOM,séropositivité_NOM,sainte-justine_NAM,

chocolatier_NOM :pâtissier_ADJ,pâtissier_NOM,chocolats_NOM,fromager_NOM,chocolaterie_NOM,pâtisserie_NOM,fromages_NOM,lyonnaises_ADJ,pâtisseries_NOM,chocolat_NOM,

chômeur_NOM :immigrant_NOM,étudiant_NOM,garçon_NOM,travailleur_NOM,pouding_NOM,ouvrier_NOM,père_NOM,pudding_NOM,camionneur_NOM,médecin_NOM,

chrétien_NOM :chrétien_ADJ,harper_VER,fédéraliste_NOM,stephen_NAM,charest_NAM,ignatieff_NAM,politicien_NOM,libéral_NOM,jean_NAM,musulman_NOM,

chrétienne_NOM :chrétienne_ADJ,musulmane_ADJ,musulmane_NOM,catholique_ADJ,religieuse_ADJ,canadienne-française_NOM,hindoue_ADJ,rationaliste_ADJ,islam_NOM,sclérosée_VER,

citadin_NOM :citadin_ADJ,voyageur_NOM,grégaire_ADJ,solitaire_ADJ,cyclotourisme_NOM,omniscient_ADJ,décontracté_ADJ,rêveur_NOM,célibataire_NOM,émerveillé_VER,

citadine_ADJ :multiculturelle_NOM,épanouie_VER,bourgeoise_ADJ,proprette_ADJ,rationaliste_ADJ,naive_ADJ,recluse_ADJ,idéalisation_NOM,décadente_ADJ,joyeuse_ADJ,

citoyen_NOM :contribuable_NOM,individu_NOM,électeur_NOM,militant_ADJ,peuple_NOM,politicien_NOM,citoyens_NOM,consommateur_NOM,immigrant_NOM,fonctionnaire_NOM,

citoyenne_NOM :participative_ADJ,démocratie_NOM,solidaire_ADJ,militante_ADJ,citoyen_NOM,democratic_NOM,inclusive_ADJ,démocratique_ADJ,féministe_ADJ,civique_ADJ,

clandestin_NOM :passager_ADJ,navire_NOM,clandestin_ADJ,prisonnier_NOM,évadé_VER,voleur_NOM,espion_NOM,matelot_NOM,cadavre_NOM,embouti_VER,

clandestine_ADJ :clandestin_ADJ,eta_NOM,islamiste_ADJ,illégale_ADJ,immigration_NOM,terroriste_ADJ,radicale_ADJ,clandestins_ADJ,basque_ADJ,émigration_NOM,

client_NOM :consommateur_NOM,fournisseur_NOM,acheteur_NOM,clients_NOM,employeur_NOM,concurrent_NOM,cliente_NOM,utilisateur_NOM,patient_NOM,employé_NOM,

cliente_NOM :client_NOM,copine_NOM,employée_NOM,mère_NOM,patiente_NOM,plaignante_NOM,caissière_NOM,homolka_NAM,passagère_NOM,amie_NOM,

clochard_NOM :personnage_NOM,cambrioleur_NOM,illuminé_NOM,esthète_ADJ,garçon_NOM,suicidé_NOM,vagabond_NOM,narrateur_NOM,misanthrope_ADJ,saltimbanque_NOM,

cochon_NOM :poisson_NOM,lapin_NOM,wapiti_NOM,ragoût_NOM,chèvre_NOM,chocolat_NOM,canard_NOM,tartare_NOM,rôti_VER,veau_NOM,

cochon_NOM :poisson_NOM,lapin_NOM,wapiti_NOM,ragoût_NOM,chèvre_NOM,chocolat_NOM,canard_NOM,tartare_NOM,rôti_VER,veau_NOM,

truie_NOM :fermière_NOM,chou-fleur_NOM,mayonnaise_ADJ,boulette_NOM,baronne_NOM,cuite_NOM,nourrice_NOM,friandise_NOM,grillée_ADJ,longe_NOM,

coiffeur_NOM :papa_NOM,maman_NOM,garagiste_NOM,oncle_NOM,vieil_ADJ,biblio_NOM,psy_NOM,tailleur_NOM,cordonnier_NOM,barbier_NOM,

coiffeuse_NOM :servante_NOM,caissière_NOM,esseulée_ADJ,couturière_NOM,serveuse_NOM,mari_NOM,starlette_NOM,prostituée_VER,maîtresse_NOM,maman_NOM,

collaborateur_NOM :collaboratrice_NOM,devoir_NOM,-le_ADJ,source_NOM,archambault^_NAM,¦_ADJ,www.ledevoir.com_NOM,correspondant_NOM,cinema_NAM,vitrine_NOM,

collaboratrice_NOM :collaborateur_NOM,devoir_NOM,-le_ADJ,¦_ADJ,ruiz_NAM,carolyne_NAM,277-7558_NUM,www.ledevoir.com_NOM,det'oir_NOM,\_ADJ,

collectionneur_NOM :marchand_NOM,peintre_NOM,mécène_NOM,photographe_NOM,galeriste_NOM,créateur_NOM,sculpteur_NOM,écrivain_NOM,collectionneurs_NOM,savant_NOM,

combattant_NOM :criminel_NOM,prisonnier_NOM,soldat_NOM,terroriste_NOM,détenu_NOM,combattant_VER,militant_ADJ,rebelle_NOM,taliban_NOM,militant_VER,

combattante_NOM :militante_ADJ,féministe_NOM,farhoud_NAM,têtue_ADJ,pasionaria_NOM,féministe_ADJ,humanité_NOM,battante_ADJ,comédienne_NOM,réalisatrice_NOM,

comédien_NOM :metteur_NOM,acteur_NOM,musicien_NOM,dramaturge_NOM,réalisateur_NOM,chanteur_NOM,cinéaste_NOM,scénariste_NOM,humoriste_NOM,romancier_NOM,

comédienne_NOM :actrice_NOM,chanteuse_NOM,réalisatrice_NOM,metteure_NOM,romancière_NOM,écrivaine_NOM,danseuse_NOM,interprète_NOM,comédien_NOM,dramaturge_NOM,

commandant_NOM :commandant_VER,lieutenant-colonel_NOM,état-major_NOM,colonel_NOM,commandement_NOM,vice-amiral_NOM,brigadier-général_NOM,interarmées_ADJ,contre-amiral_NOM,lieutenant-général_NOM,

commentateur_NOM :animateur_NOM,journaliste_NOM,présentateur_NOM,chroniqueur_NOM,politologue_NOM,animateur-vedette_NOM,observateur_NOM,politicien_ADJ,animateur_ADJ,politicien_NOM,

commerçant_NOM :vendeur_NOM,paysan_NOM,employé_NOM,policier_NOM,client_NOM,garçon_NOM,marchand_NOM,chauffeur_NOM,restaurateur_NOM,commerçant_VER,

commerçante_ADJ :artère_NOM,vüle_NOM,grouillante_ADJ,poussiéreuse_ADJ,fortifiée_VER,délabrée_VER,mégalopole_NOM,vieille_ADJ,proprette_ADJ,fréquentée_VER,

compagnon_NOM :complice_NOM,compagne_NOM,amant_NOM,passionné_VER,complice_ADJ,n-ftim_NOM,55-65_NUM,aimant_VER,n-fam_NOM,55-62_NUM,

compagne_NOM :compagnon_NOM,copine_NOM,amie_NOM,amie_ADJ,femme_NOM,complice_NOM,épouse_NOM,conjointe_NOM,amant_NOM,blonde_NOM,

compétiteur_NOM :concurrent_NOM,rival_NOM,coéquipier_NOM,joueur_NOM,fournisseur_NOM,boxer_VER,énervé_VER,développeur_NOM,client_NOM,boxeur_NOM,

compositeur_NOM :musicien_NOM,pianiste_NOM,violoniste_NOM,guitariste_NOM,sculpteur_NOM,clarinettiste_NOM,saxophoniste_NOM,arrangeur_NOM,flûtiste_NOM,poète_NOM,

compositrice_NOM :chanteuse_NOM,harpiste_NOM,yaroshevskaya_NAM,maboungou_NAM,saariaho_NAM,conteuse_NOM,danseuse_NOM,comédienne_NOM,soprano_NOM,keersmaeker_NAM,

con_NOM :con_ADJ,pkg_NAM,çdn_NOM,contmentl_NAM,trillon_NAM,contsvf_NAM,consppty_NAM,continentl_NAM,contrns_NAM,mercntl_NOM,

concepteur_NOM :créateur_NOM,designer_NOM,fabricant_NOM,scénographe_NOM,développeur_NOM,architecte_NOM,metteur_NOM,conceptrice_NOM,éclairagiste_NOM,cofondateur_NOM,

conceptrice_NOM :directrice_NOM,créatrice_NOM,cofondatrice_NOM,eclairages_NAM,productrice_ADJ,compositrice_NOM,fondatrice_NOM,metteure_NOM,bematchez_NAM,morgenthaler_NAM,

conducteur_NOM :passager_ADJ,volant_NOM,automobiliste_NOM,voiture_NOM,pare-brise_NOM,chauffeur_NOM,véhicule_NOM,conducteurs_NOM,policier_NOM,pilote_NOM,

conductrice_NOM :fourgonnette_NOM,embouti_VER,fillette_NOM,policière_NOM,passagère_NOM,femme_NOM,camionnette_NOM,policier_NOM,voiture_NOM,banalisée_VER,

conférencier_NOM :chercheur_ADJ,formateur_ADJ,colloque_NOM,invité_ADJ,chercheur_NOM,professeur_NOM,animateur_ADJ,expert-conseil_NOM,spécialiste_NOM,invité_VER,

conférencière_NOM :animatrice_ADJ,professeure_VER,invitée_VER,professeure_NOM,agrégée_VER,pro-fesseure_NOM,chercheuse_NOM,consultante_ADJ,professeure_ADJ,chercheure_NOM,

confident_NOM :tudors_NAM,wordgirl_NAM,etaik_NOM,artattack_NAM,©talk_NAM,boxerock_NAM,worldfocus_NAM,tonight_NOM,inews_NOM,ictv_NAM,

confidente_NOM :amie_NOM,éplorée_ADJ,névrosée_ADJ,acariâtre_ADJ,baronne_NOM,fille_NOM,mère_NOM,délurée_ADJ,nourrice_NOM,manipulatrice_ADJ,

conjoint_NOM :conjointe_NOM,ex-conjoint_NOM,époux_NOM,épouse_NOM,mari_NOM,beau-père_NOM,mère_NOM,ex-épouse_NOM,frère_NOM,handicapé_ADJ,

conjointe_NOM :épouse_NOM,conjoint_NOM,mère_NOM,fille_NOM,époux_NOM,belle-mère_NOM,nièce_NOM,filleule_NOM,belle-fille_NOM,petite-fille_NOM,

conseiller_NOM :conseiller_VER,conseillère_NOM,ex-conseiller_NOM,vice-président_NOM,représentant_NOM,conseillers_NOM,consultant_NOM,dirigeant_NOM,avocat_NOM,434$_ABR,

conseillère_NOM :conseiller_VER,conseiller_NOM,présidente_NOM,vice-présidente_NOM,584$_ABR,consultante_NOM,agente_NOM,directrice_NOM,représentante_NOM,mairesse_NOM,

conservateur_NOM :conservatrice_NOM,libéral_NOM,conservateur_ADJ,député_NOM,réformiste_NOM,conservatrice_ADJ,progressiste-conservateur_NOM,liberal_NOM,libéral_ADJ,organisateur_NOM,

conservatrice_NOM :conservateur_NOM,conservatrice_ADJ,bondil_NAM,directrice_NOM,historienne_NOM,mbam_NAM,organisatrice_NOM,musée_NOM,députée_VER,rédactrice_NOM,

consommateur_NOM :consommateurs_NOM,client_NOM,contribuable_NOM,investisseur_NOM,téléspectateur_NOM,utilisateur_NOM,citoyen_NOM,lecteur_NOM,consonunateurs_NOM,internaute_NOM,

consommatrice_NOM :assoiffée_VER,exportatrice_ADJ,dépendante_ADJ,gaspillée_VER,angoissée_VER,réceptive_ADJ,mélangée_VER,sensibilisée_VER,potasse_NOM,consommatrices_NOM,

constructeur_NOM :constructeur_ADJ,manufacturier_NOM,motors_NAM,daimlerchrysler_NAM,fabricant_NOM,avionneur_NOM,motors_NOM,chrysler_NAM,gm_NAM,équipementier_NOM,

conteur_NOM :comédien_NOM,musicien_NOM,romancier_NOM,écrivain_NOM,poète_NOM,raconteur_NOM,marionnettiste_NOM,conteurs_NOM,guitariste_NOM,poète_ADJ,

conteuse_NOM :danseuse_NOM,comédienne_NOM,poétesse_NOM,yaroshevskaya_NAM,gouaille_NOM,romancière_NOM,chanteuse_NOM,écrivaine_NOM,compositrice_NOM,choriste_NOM,

continental_ADJ :airlines_NOM,airlines_NAM,haute-vitesse_NOM,copieux_ADJ,nord-américain_ADJ,chautauqua_NAM,airlines_ADJ,northwest_NAM,shuttle_NAM,skyteam_NAM,

continentale_ADJ :nord-américaine_ADJ,latine_ADJ,intégration_NOM,interprovinciales_ADJ,échede_NOM,ex-union_NOM,chine_NAM,europe_NAM,environnementale_ADJ,supranationale_ADJ,

contrôleur_NOM :rsm_NAM,juge_NOM,contrôleur_ADJ,vérificateur_NOM,pricewaterhousecoopers_NOM,cabinet_NOM,juricomptable_ADJ,ernst_NAM,procureur_NOM,vérification_NOM,

coopérant_NOM :bénévole_NOM,généraliste_NOM,immigrant_VER,médecin_NOM,coopérant_VER,chauffeur_NOM,citoyen_NOM,journaliste_NOM,infidèle_ADJ,ouedraogo_NAM,

copain_NOM :frère_NOM,ami_NOM,père_NOM,camarade_NOM,oncle_NOM,garçon_NOM,papa_NOM,grand-père_NOM,cousin_NOM,amie_NOM,

copine_NOM :amie_NOM,mère_NOM,maman_NOM,fille_NOM,voisine_NOM,blonde_NOM,compagne_NOM,amie_ADJ,fide_NOM,grand-mère_NOM,

cordonnier_NOM :médecin_NOM,fiancé_NOM,quadragénaire_ADJ,aubergiste_NOM,douanier_NOM,garçon_NOM,ravisseur_NOM,camionneur_NOM,pâtissier_NOM,juif_NOM,

coréen_NOM :allemand_NOM,vietnamien_NOM,roumain_NOM,coréen_ADJ,espagnol_ADJ,persan_NOM,anglais_ADJ,suédois_NOM,russe_NOM,tchèque_NOM,

coréenne_ADJ :japonaise_ADJ,chinoise_ADJ,allemande_ADJ,polonaise_ADJ,sud-coréenne_ADJ,nord-coréenne_ADJ,péninsule_NOM,danoise_ADJ,ukrainienne_ADJ,russe_ADJ,

correspondant_NOM :journaliste_NOM,correspondant_VER,correspondante_NOM,chroniqueur_NOM,cameraman_NOM,diplomate_NOM,caméraman_NOM,collaborateur_NOM,commentateur_NOM,tafp_NAM,

correspondante_NOM :correspondant_NOM,journaliste_NOM,chroniqueuse_NOM,écrivaine_NOM,correspondant_VER,romancière_NOM,déléguée_NOM,comédienne_NOM,hélène_NAM,poétesse_NOM,

courageux_ADJ :audacieux_ADJ,orgueilleux_ADJ,lucide_ADJ,superstitieux_ADJ,valeureux_ADJ,mesquin_ADJ,exigeant_ADJ,héroïques_ADJ,rigoureux_ADJ,courageuse_ADJ,

courageuse_ADJ :audacieuse_ADJ,têtue_ADJ,émouvante_ADJ,exigeante_ADJ,lucide_ADJ,douloureuse_ADJ,pieuse_ADJ,brillante_ADJ,caustique_ADJ,désespérée_ADJ,

coureur_NOM :pilote_NOM,phonak_NAM,coureurs_NOM,cycliste_NOM,équipier_NOM,sprinter_NOM,bettini_NAM,cycliste_ADJ,sprinteur_NOM,vinokourov_NAM,

coureuse_NOM :patineuse_NOM,skieuse_NOM,felicien_NAM,plongeuse_NOM,championne_NOM,nageuse_NOM,athlète_NOM,perdita_NAM,muenzer_NAM,skieur_NOM,

cousin_NOM :frère_NOM,père_NOM,grand-père_NOM,fils_NOM,ami_NOM,oncle_NOM,neveu_NOM,demi-frère_NOM,petit-fils_NOM,copain_NOM,

cousine_NOM :fille_NOM,mère_NOM,tante_NOM,nièce_NOM,belle-s_NOM,adoptive_ADJ,belle-mère_NOM,copine_NOM,amie_NOM,névrosée_ADJ,

couturier_NOM :peintre_NOM,marionnettiste_NOM,styliste_NOM,créateur_NOM,ponti_NAM,comédien_NOM,lenôtre_NAM,costume_NOM,designer_NOM,vénitien_ADJ,

couturière_NOM :comédienne_NOM,bouches_VER,dramaturge_NOM,danseuse_NOM,coiffeuse_NOM,esseulée_ADJ,chartreuse_NOM,fille_NOM,romancière_NOM,comtesse_NOM,

créancier_NOM :créanciers_NOM,actionnaire_NOM,assureur_NOM,créanders_NOM,débiteur_NOM,créancière_NOM,failli_NOM,acheteur_NOM,prêteur_NOM,débiteur_ADJ,

créancière_NOM :créanders_NOM,24*_ADJ,23*_ADJ,créanciers_NOM,28*_ADJ,27*_ADJ,assemblée_VER,2(x)9_ADJ,22*_ADJ,16*_ADJ,

créateur_NOM :créateur_ADJ,musicien_NOM,artiste_NOM,compositeur_NOM,personnage_NOM,sculpteur_NOM,concepteur_NOM,raconteur_NOM,romancier_NOM,visionnaire_NOM,

créatrice_NOM :styliste_NOM,conceptrice_NOM,créatrice_ADJ,créateur_NOM,inventivité_NOM,interprète_NOM,androgyne_ADJ,exubérante_ADJ,bédéiste_NOM,artiste_NOM,

criminel_NOM :criminels_NOM,violeur_NOM,délinquant_NOM,psychopathe_NOM,criminel_ADJ,combattant_NOM,terroriste_NOM,meurtre_NOM,viol_NOM,civil_NOM,

criminelle_NOM :meurtrière_NOM,lesbienne_NOM,têtue_ADJ,névrosée_ADJ,comment..fait_NAM,adultère_ADJ,admiratrice_NOM,espionne_NOM,sous-culture_NOM,recluse_ADJ,

croyant_NOM :athée_NOM,croyant_ADJ,prosélytisme_NOM,musulman_NOM,penseur_NOM,croyante_ADJ,nationaliste_NOM,politicien_NOM,dogmatique_ADJ,rationaliste_ADJ,

croyante_ADJ :chrétienne_ADJ,croyant_ADJ,musulmane_ADJ,spirituelle_ADJ,agnostique_ADJ,désabusée_VER,pieuse_ADJ,séculière_ADJ,religieuse_ADJ,athée_ADJ,

cuisinier_NOM :pâtissier_ADJ,barman_NOM,serveuse_NOM,pâtissier_NOM,médecin_NOM,menuisier_NOM,musicien_NOM,cuisiniers_NOM,cuistot_NOM,matelot_NOM,

cuisinière_NOM :trigo_NOM,frigo_ADJ,tngo_NOM,irigo_NAM,poêle_NOM,fngo_NAM,fngo_NOM,lav.-vaiss_NOM,lav-vaiss_NOM,lav/vais_VER,

cultivateur_NOM :agriculteur_NOM,éleveur_NOM,fermier_NOM,grand-père_NOM,petit-fils_NOM,père_NOM,pêcheur_NOM,fils_NOM,paysan_NOM,adoptif_ADJ,

curieux_NOM :visiteurs_NOM,curieux_ADJ,marcheurs_NOM,passants_NOM,badauds_NOM,amateurs_NOM,touristes_NOM,festivaliers_NOM,promeneurs_NOM,spectateurs_NOM,

curieuse_NOM :raffinee_NOM,mmee_NOM,n-fam_NOM,n-ftim_NOM,55-60_NUM,40ame_ADJ,séneuse_ADJ,47-55_NUM,28-35_NUM,35-48_NUM,

danseur_NOM :chorégraphe_NOM,musicien_NOM,danseuse_NOM,ballet_NOM,comédien_NOM,chorégraphie_NOM,interprète_NOM,compositeur_NOM,pianiste_NOM,artiste_NOM,

danseuse_NOM :chorégraphe_NOM,comédienne_NOM,chanteuse_NOM,ballerine_NOM,danseur_NOM,danseurs_NOM,chorégraphie_NOM,interprète_NOM,conteuse_NOM,guillem_NAM,

débiteur_NOM :débitrice_NOM,créancier_NOM,précitée_ADJ,créanciers_NOM,débiteurs_NOM,débiteur_ADJ,failli_NOM,d-haut_VER,cession_NOM,insolvable_ADJ,

débitrice_NOM :précitée_ADJ,faillie_VER,débiteur_NOM,d-haut_VER,cession_NOM,débiteur_ADJ,débitrice_ADJ,présentes_NOM,28*_ADJ,créanciers_NOM,

débrouillard_ADJ :insolent_ADJ,misanthrope_ADJ,fortuné_ADJ,compatissant_ADJ,introverti_ADJ,gentil_ADJ,poilu_ADJ,facétieux_ADJ,rusé_ADJ,futé_ADJ,

débrouillarde_ADJ :n-fam_NOM,n-ftim_NOM,n-ton_NOM,compréhensive_ADJ,mi-sportive_ADJ,n-fumeuse_ADJ,28-35_NUM,40alne_NAM,55-60_NUM,aérobie_ADJ,

débutant_ADJ :doué_ADJ,jardinier_ADJ,menuisier_NOM,anglais-français_VER,décrocheur_NOM,introverti_ADJ,anglais_ADJ,intermédiaire_ADJ,apprentissage_NOM,pédagogue_NOM,

débutante_ADJ :comédienne_NOM,actrice_NOM,névrosée_ADJ,adolescente_ADJ,musicienne_NOM,choriste_NOM,danseuse_NOM,maman_NOM,habillée_VER,craquante_ADJ,

déclarant_NOM :affirmant_VER,déclarant_VER,disant_VER,estimant_VER,soutenant_NOM,soulignant_VER,affinnant_VER,arguant_VER,annonçant_VER,reconnaissant_VER,

décorateur_NOM :designer_NOM,peintre_NOM,ébéniste_NOM,scénographe_NOM,plasticien_NOM,architecte_NOM,photographe_NOM,sculpteur_NOM,éclairagiste_NOM,joaillier_NOM,

défenseur_NOM :attaquant_NOM,gardien_NOM,ailier_NOM,défenseurs_NOM,joueur_NOM,vétéran_NOM,jaroslav_NAM,zdeno_NAM,jovanovski_NAM,nevio_NAM,

défunt_NOM :délunt_NOM,défunte_NOM,liquidateur_NOM,successoral_ADJ,liquidatrice_NOM,inventaire_NOM,liquidateurs_NOM,biens_NOM,successoraux_ADJ,successorale_ADJ,

défunte_NOM :défunt_NOM,délunt_NOM,liquidatrice_NOM,liquidateur_NOM,liquidateurs_NOM,inventaire_NOM,biens_NOM,successoral_ADJ,successoraux_ADJ,successorale_ADJ,

délinquant_NOM :criminel_NOM,pédophile_NOM,récidiviste_NOM,contrevenant_NOM,adolescent_NOM,violeur_NOM,criminels_NOM,pédophile_ADJ,détenu_NOM,terroriste_NOM,

délinquante_ADJ :insouciante_ADJ,politisée_VER,ennuyante_ADJ,têtue_ADJ,consentante_ADJ,déjantée_VER,rigolote_ADJ,désabusée_VER,rêveuse_ADJ,impertinente_ADJ,

demandeur_NOM :demanderesse_NOM,requérante_ADJ,requérant_ADJ,demanderesse_NAM,défendeur_NOM,demanderesse_ADJ,-c-_NAM,demanderesse_ABR,détendeur_NOM,défendeurs_NOM,

demanderesse_NOM :demanderesse_ADJ,requérante_ADJ,demanderesse_NAM,-vs-_NAM,demanderesse_VER,-c-_NAM,défenderesse_NOM,demanderesse_ABR,-vs-_ADJ,demandresse_NOM,

demandeur_NOM :demanderesse_NOM,requérante_ADJ,requérant_ADJ,demanderesse_NAM,défendeur_NOM,demanderesse_ADJ,-c-_NAM,demanderesse_ABR,détendeur_NOM,défendeurs_NOM,

dénonciateur_ADJ :provocateur_ADJ,truculent_ADJ,échevelé_ADJ,compatissant_ADJ,baveux_ADJ,moralisateur_ADJ,insolent_ADJ,emphatique_ADJ,grinçant_ADJ,revanchard_ADJ,

dépanneur_NOM :supermarché_NOM,magasin_NOM,dépanneur_ADJ,station-service_NOM,café_NOM,cafétéria_NOM,boutique_NOM,magasins_NOM,mcdo_NOM,comptoir_NOM,

député_NOM :député_VER,depute_NOM,bloquiste_ADJ,bloquiste_NOM,députe_VER,blo-quiste_ADJ,ex-député_NOM,libéral_ADJ,libéral_NOM,députée_VER,

dessinateur_NOM :peintre_NOM,illustrateur_NOM,sculpteur_NOM,scénariste_NOM,bédéiste_NOM,photographe_NOM,créateur_NOM,romancier_NOM,compositeur_NOM,musicien_NOM,

destructeur_ADJ :violent_ADJ,dangereux_ADJ,dévastateur_ADJ,inhospitalier_ADJ,malveillant_ADJ,destructrice_ADJ,brutal_ADJ,menaçant_ADJ,irresponsable_ADJ,insensé_ADJ,

destructrice_ADJ :meurtrière_ADJ,dangereuse_ADJ,brutale_ADJ,violente_ADJ,mortifère_ADJ,inhumaine_ADJ,cruelle_ADJ,insidieuse_ADJ,perverse_ADJ,dévastatrice_ADJ,

détenteur_NOM :détentrice_NOM,titulaire_NOM,titulaire_ADJ,détient_VER,détenir_VER,vice-champion_NOM,détenteurs_NOM,étudiant_NOM,titulaires_NOM,détenez_VER,

détentrice_NOM :détenteur_NOM,titulaire_ADJ,titulaire_NOM,détenir_VER,championne_NOM,détient_VER,médaillée_VER,favorite_NOM,nageuse_NOM,lauréate_NOM,

développeur_NOM :concepteur_NOM,fournisseur_NOM,facilitateur_ADJ,symantec_NAM,intégrateur_ADJ,concurrent_NOM,créateur_NOM,portail_NOM,multimédia_ADJ,revendeur_NOM,

diable_NOM :démon_NOM,tôlôjournal/le_NAM,0°/o_ADJ,22:45_NUM,00/o_ADJ,tigre_NOM,méchant_NOM,0°/o_NAM,guépard_NOM,23:28_NUM,

dictateur_NOM :saddam_NAM,pinochet_NAM,hussein_NAM,dictature_NOM,ex-dictateur_NOM,augusto_NAM,tyran_NOM,caudillo_NOM,déchu_ADJ,milosevic_NAM,

dieu_NOM :jésus_NAM,allah_NAM,prophète_NOM,dieux_NOM,christ_NOM,christ_NAM,incarné_ADJ,miséricorde_NOM,bouddha_NOM,divin_ADJ,

déesse_NOM :prêtresse_NOM,divinité_NOM,touffe_NOM,héra_NAM,dieu_NOM,nymphe_NOM,nourrice_NOM,nourricière_ADJ,vénus_NAM,esseulée_ADJ,

diplômé_NOM :diplômé_ADJ,514-489-3801_NUM,8hres/200$_ABR,ph.d_NAM,8hres200$_ABR,m.ed_NAM,toefl_NAM,étudiant_NOM,8hres_ABR,514-484-6089_NUM,

diplômée_NOM :diplômée_VER,bachelière_NOM,etudiante_NOM,étudiante_NOM,agrégée_VER,funiversité_NAM,glendon_NOM,pro-fesseure_NOM,enseignante_NOM,ex-professeur_NOM,

directeur_NOM :ex-directeur_NOM,général_ADJ,vice-président_NOM,coordonnateur_NOM,directrice_NOM,directeur_ADJ,président-directeur_NOM,general_ADJ,codirecteur_ADJ,directrice_ADJ,

directrice_NOM :directrice_ADJ,coordonnatrice_NOM,présidente_NOM,présidente-directrice_NOM,ex-directrice_NOM,fondatrice_NOM,codirectrice_NOM,vice-présidente_NOM,cofondatrice_NOM,coprésidente_NOM,

dirigeant_NOM :président_NOM,leader_NOM,president_NOM,représentant_NOM,prérident_NOM,dirigeant_VER,ex-président_NOM,vice-président_NOM,patron_NOM,dirigeants_NOM,

dirigeante_NOM :présidente_NOM,représentante_NOM,dirigeant_NOM,porte-parole_NOM,opposante_NOM,ex-présidente_NOM,pasionaria_NOM,cheffe_NOM,députée_VER,militante_ADJ,

distributeur_NOM :distributeur_ADJ,producteur_NOM,fournisseur_NOM,fabricant_NOM,distributeurs_NOM,manufacturier_NOM,détaillant_NOM,producteur_ADJ,concurrent_NOM,câblodistributeur_NOM,

divorcé_NOM :divorcé_ADJ,n-fam_NOM,enfanls_NOM,27-37_NUM,5'h_NAM,n-ftim_NOM,divorcée_VER,5'b_NAM,mmee_NOM,mohammed_NOM,

divorcée_NOM :raffinee_NOM,rouquine_NOM,mignonne_NOM,épicurienne_NOM,femme_NOM,fonceuse_ADJ,ricaneuse_ADJ,passionnee_NOM,rouquine_ADJ,aimante_ADJ,

docteur_NOM :dr_NAM,psychiatre_NOM,médecin_NOM,chirurgien_NOM,cardiologue_NOM,microbiologiste_NOM,oncologue_NOM,neurologue_NOM,docteure_NOM,légiste_ADJ,

